title,creator,description,date,subject-lcsh,subject,relation,contributing institution,publisher digital,digital collection website,source,identifier,publisher,format original,type,format,digitization specifications,rights,rightsstatement,language,date digital,coverage,latitude,longitude,full text,filename,oclc number,date created,date modified,reference url,cdmid,contentdm file name,contentdm file path,objectid
"Wildlife Committees Oppose Dams on Clearwater, Cut in Fish Limit",,Wildlife committee opposes Dams on Clearwater,1954-01-10,"Curtis, Bert, 1903-1985;",Dams; Wildlife; Proposed;,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7c-017,Idaho Daily Statesman,newspaper clipping,Text,application/pdf,"300 dpi compressed jpg is displayed. Epson Expression 1640 XL Scanner, Epson TWAIN Pro, Adobe Photoshop, Archival Master file is a TIFF.","Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011-03,Dworshak Dam (Idaho),,,,,,2018-05-15,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/759,759,760.cpd,/dworshak/supp/759/index.pdf,dworshak759
Wildlife Men Left in Dark of Dam Plans,,U.S. Fish and Wildlife Service representatives did not know the nature of Penny Cliffs and Bruce's Eddy dam until they arrived,1954-01-11,"Curtis, Bert, 1903-1985;",Dams; Wildlife; Proposed;,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7c-018,Lewiston Morning Tribune,newspaper clipping,Text,application/pdf,"300 dpi compressed jpg is displayed. Epson Expression 1640 XL Scanner, Epson TWAIN Pro, Adobe Photoshop, Archival Master file is a TIFF.","Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011-03,Dworshak Dam (Idaho),,,,,,2018-05-15,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/761,761,762.cpd,/dworshak/supp/761/index.pdf,dworshak761
State Wildlife Group Opposes Demands Stronger Dredging,"Dissents, Jacobs, Dr.",Wildlife federation voted to oppose forcefully construction of two dams on the Clearwater River,1954-01-11,"Curtis, Bert, 1903-1985;",Clearwater Dam; Wildlife; Voted;,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7c-019,,newspaper clipping,Text,application/pdf,"300 dpi compressed jpg is displayed. Epson Expression 1640 XL Scanner, Epson TWAIN Pro, Adobe Photoshop, Archival Master file is a TIFF.","Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011-03,Dworshak Dam (Idaho),,,,,,2018-05-15,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/763,763,764.cpd,/dworshak/supp/763/index.pdf,dworshak763
Wildlife Federation Opposes Change to Creel Limit on Trout,,Wildlife federation opposed change for the creel limit on trout,1954-01-11,"Curtis, Bert, 1903-1985;",Wildlife; Trout;,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7c-020,Idaho Daily Statesman,newspaper clipping,Text,application/pdf,"300 dpi compressed jpg is displayed. Epson Expression 1640 XL Scanner, Epson TWAIN Pro, Adobe Photoshop, Archival Master file is a TIFF.","Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011-03,Dworshak Dam (Idaho),,,,,,2018-05-15,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/765,765,766.cpd,/dworshak/supp/765/index.pdf,dworshak765
Politically Speaking,"Corlett, John",Idaho Wildlife Federation is now opposed to dams and dredges,1954-01-12,"Curtis, Bert, 1903-1985;",Wildlife Federation; Dams;,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7c-021,Idaho Daily Statesman,newspaper clipping,Text,application/pdf,"300 dpi compressed jpg is displayed. Epson Expression 1640 XL Scanner, Epson TWAIN Pro, Adobe Photoshop, Archival Master file is a TIFF.","Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011-03,Dworshak Dam (Idaho),,,,,,2018-05-15,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/767,767,768.cpd,/dworshak/supp/767/index.pdf,dworshak767
"Board Approves Extension of Fish, Wildlife Projects",,Extension of fish wildlife projects is approved by the board,1954-01-12,"Curtis, Bert, 1903-1985;",Wildlife; Board; Fish;,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7c-022,Idaho Daily Statesman,newspaper clipping,Text,application/pdf,"300 dpi compressed jpg is displayed. Epson Expression 1640 XL Scanner, Epson TWAIN Pro, Adobe Photoshop, Archival Master file is a TIFF.","Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011-03,Dworshak Dam (Idaho),,,,,,2018-05-15,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/769,769,770.cpd,/dworshak/supp/769/index.pdf,dworshak769
Rod & Gun Club Opposes Dams; Good Game Winter Reported,,Lewis County conservation officer were visitors Monday night at the meeting of the Craigmont Rod and Gun Club at the Community Hall,1954-01-13,"Curtis, Bert, 1903-1985;",Lewis County; Rod and Gun Club;,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7c-023,Lewiston Morning Tribune,newspaper clipping,Text,application/pdf,"300 dpi compressed jpg is displayed. Epson Expression 1640 XL Scanner, Epson TWAIN Pro, Adobe Photoshop, Archival Master file is a TIFF.","Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011-03,Dworshak Dam (Idaho),,,,,,2018-05-15,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/771,771,772.cpd,/dworshak/supp/771/index.pdf,dworshak771
3 Projects for Power Presented,"Ewing, Paul P.",Basin Inter-Agency discuss proposals at Boise session,1954-01-14,"Curtis, Bert, 1903-1985;",Boise; Basin Inter-Agency;,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7c-024,The Oregonian,newspaper clipping,Text,application/pdf,"300 dpi compressed jpg is displayed. Epson Expression 1640 XL Scanner, Epson TWAIN Pro, Adobe Photoshop, Archival Master file is a TIFF.","Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011-03,Dworshak Dam (Idaho),,,,,,2018-05-15,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/773,773,774.cpd,/dworshak/supp/773/index.pdf,dworshak773
"Idaho Wildlife Federation ""Like Spoiled Child""","Corlett, John",John Corlett presents his views; Idaho Wildlife Federation now stands uncompromisingly opposed to dams and dredges,1954-01-15,"Curtis, Bert, 1903-1985;",John Corlett; Dams; Dredges;,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7c-025,Lewiston Morning Tribune,newspaper clipping,Text,application/pdf,"300 dpi compressed jpg is displayed. Epson Expression 1640 XL Scanner, Epson TWAIN Pro, Adobe Photoshop, Archival Master file is a TIFF.","Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011-03,Dworshak Dam (Idaho),,,,,,2018-05-15,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/775,775,776.cpd,/dworshak/supp/775/index.pdf,dworshak775
Wildlife Officials Testify on Hells Canyon Projects,,Idaho power company three dam plan for the Snake river has more possibilities for hunting and fishing,1954-01-15,"Curtis, Bert, 1903-1985;",Dam; Snake River; Idaho Power Company;,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7c-026,Idaho Daily Statesman,newspaper clipping,Text,application/pdf,"300 dpi compressed jpg is displayed. Epson Expression 1640 XL Scanner, Epson TWAIN Pro, Adobe Photoshop, Archival Master file is a TIFF.","Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011-03,Dworshak Dam (Idaho),,,,,,2018-05-15,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/777,777,778.cpd,/dworshak/supp/777/index.pdf,dworshak777
Agency Scope Boise Issue,"Ewing, Paul",Proposed interstate compact governing the Columbia basin,1954-01-15,"Curtis, Bert, 1903-1985;",Columbia basin; Interstate; Government;,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7c-027,The Oregonian,newspaper clipping,Text,application/pdf,"300 dpi compressed jpg is displayed. Epson Expression 1640 XL Scanner, Epson TWAIN Pro, Adobe Photoshop, Archival Master file is a TIFF.","Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011-03,Dworshak Dam (Idaho),,,,,,2018-05-15,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/779,779,780.cpd,/dworshak/supp/779/index.pdf,dworshak779
Lewiston Write Takes Issue with Columnist On Dam Issue,"O'Connor, Jack",About people who want dams built on Clearwater drainage at Penny Cliffs,1954-01-18,"Curtis, Bert, 1903-1985;",Penny Cliffs; Clearwater; Drainage;,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7c-028,Lewiston Morning Tribune,newspaper clipping,Text,application/pdf,"300 dpi compressed jpg is displayed. Epson Expression 1640 XL Scanner, Epson TWAIN Pro, Adobe Photoshop, Archival Master file is a TIFF.","Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011-03,Dworshak Dam (Idaho),,,,,,2018-05-15,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/781,781,782.cpd,/dworshak/supp/781/index.pdf,dworshak781
Another Paper Clouds Clearwater Issue,,Promoting construction of two dams on the Clearwater River by comparing them with a high Hells Canyon dam on the Snake River.,1954-01-19,"Curtis, Bert, 1903-1985;",Clearwater River; Hells Canyon; Snake River;,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7c-029,Lewiston Morning Tribune,newspaper clipping,Text,application/pdf,"300 dpi compressed jpg is displayed. Epson Expression 1640 XL Scanner, Epson TWAIN Pro, Adobe Photoshop, Archival Master file is a TIFF.","Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011-03,Dworshak Dam (Idaho),,,,,,2018-05-15,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/783,783,784.cpd,/dworshak/supp/783/index.pdf,dworshak783
The New Upstream Look,,Decisions affecting the economy of the Pacific Northwest in the recent days.,1957-08-18,"Curtis, Bert, 1903-1985;",Decisions; Pacific North West;,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7c-030,Columbia Comment,newspaper clipping,Text,application/pdf,"300 dpi compressed jpg is displayed. Epson Expression 1640 XL Scanner, Epson TWAIN Pro, Adobe Photoshop, Archival Master file is a TIFF.","Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011-03,Dworshak Dam (Idaho),,,,,,2018-05-15,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/785,785,786.cpd,/dworshak/supp/785/index.pdf,dworshak785
Studies of Eddy Dam are Due Soon,,Specifications leading to the advertising of contracts for engineering studies,1958-09-30,"Curtis, Bert, 1903-1985;",Eddy Dam;,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7c-031,,newspaper clipping,Text,application/pdf,"300 dpi compressed jpg is displayed. Epson Expression 1640 XL Scanner, Epson TWAIN Pro, Adobe Photoshop, Archival Master file is a TIFF.","Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011-03,Dworshak Dam (Idaho),,,,,,2018-05-15,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/787,787,788.cpd,/dworshak/supp/787/index.pdf,dworshak787
Seaton Pledges New Try For Study Funds,,"Department will try again in the next session of Congress to get $196,000 for making a study of the Pleasant Valley dam site on the Snake River",1958-10-18,"Curtis, Bert, 1903-1985;",Congress; Pleasant Valley Dam; Snake River;,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7c-032,,newspaper clipping,Text,application/pdf,"300 dpi compressed jpg is displayed. Epson Expression 1640 XL Scanner, Epson TWAIN Pro, Adobe Photoshop, Archival Master file is a TIFF.","Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011-03,Dworshak Dam (Idaho),,,,,,2018-05-15,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/789,789,790.cpd,/dworshak/supp/789/index.pdf,dworshak789
Bruce's Eddy On Active Roll Tuesday,,Proposed Bruce's Eddy Dam on the Clearwater River in Idaho,1958-10-1958,"Curtis, Bert, 1903-1985;",Clearwater River; Bruce's Eddy Dam; Walla Walla;,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7c-033,Walla Walla,newspaper clipping,Text,application/pdf,"300 dpi compressed jpg is displayed. Epson Expression 1640 XL Scanner, Epson TWAIN Pro, Adobe Photoshop, Archival Master file is a TIFF.","Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011-03,Dworshak Dam (Idaho),,,,,,2018-05-15,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/791,791,792.cpd,/dworshak/supp/791/index.pdf,dworshak791
"Bruce's Eddy Dam Project to ""Activate""",,Proposed Bruce's Eddy Dam on the Clearwater River in Idaho becomes an active project,1958-10-18,"Curtis, Bert, 1903-1985;",Bruce's Eddy Dam; Clearwater River; Active;,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7c-034,Walla Walla,newspaper clipping,Text,application/pdf,"300 dpi compressed jpg is displayed. Epson Expression 1640 XL Scanner, Epson TWAIN Pro, Adobe Photoshop, Archival Master file is a TIFF.","Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011-03,Dworshak Dam (Idaho),,,,,,2018-05-15,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/793,793,794.cpd,/dworshak/supp/793/index.pdf,dworshak793
"Jordan ""Approves in Principle"" Plans Outlined for Three Dams",,Gov. Len Jordan approves in principle of plans outlined at Orofino for two dams on the Clearwater River and one on the Middle Snake.,1953-11-23,"Curtis, Bert, 1903-1985;",Gov. Len Jordan; Dams; Clearwater river; Middle Snake;,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7c-035,Coeur D'Alene Press,newspaper clipping,Text,application/pdf,"300 dpi compressed jpg is displayed. Epson Expression 1640 XL Scanner, Epson TWAIN Pro, Adobe Photoshop, Archival Master file is a TIFF.","Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011-03,Dworshak Dam (Idaho),,,,,,2018-05-15,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/795,795,796.cpd,/dworshak/supp/795/index.pdf,dworshak795
Politically Speaking,"Corlett, John",Flood control for the Clearwater River,1953-11-22,"Curtis, Bert, 1903-1985;",John Corlett; Dams; Dredges;,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7c-036,Idaho Sunday Statesman,newspaper clipping,Text,application/pdf,"300 dpi compressed jpg is displayed. Epson Expression 1640 XL Scanner, Epson TWAIN Pro, Adobe Photoshop, Archival Master file is a TIFF.","Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011-03,Dworshak Dam (Idaho),,,,,,2018-05-15,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/797,797,798.cpd,/dworshak/supp/797/index.pdf,dworshak797
Outdoors Notebook,"Parsons, Jim",Plans for the Corps of Army Engineers to construct the dams of Clearwater river drainage.,1953-11-21,"Curtis, Bert, 1903-1985;",Army; Engineers; Dams; Clearwater;,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7c-037,Coeur D'Alene Press,newspaper clipping,Text,application/pdf,"300 dpi compressed jpg is displayed. Epson Expression 1640 XL Scanner, Epson TWAIN Pro, Adobe Photoshop, Archival Master file is a TIFF.","Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011-03,Dworshak Dam (Idaho),,,,,,2018-05-15,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/799,799,800.cpd,/dworshak/supp/799/index.pdf,dworshak799
Give Testimony at Dam Hearing,,Witnesses proposed dams included three sportsmen in the Panhandle district,1953-10-23,"Curtis, Bert, 1903-1985;",Witness; dams; Panhandle district;,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7c-038,,newspaper clipping,Text,application/pdf,"300 dpi compressed jpg is displayed. Epson Expression 1640 XL Scanner, Epson TWAIN Pro, Adobe Photoshop, Archival Master file is a TIFF.","Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011-03,Dworshak Dam (Idaho),,,,,,2018-05-15,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/801,801,802.cpd,/dworshak/supp/801/index.pdf,dworshak801
"Proponents Say Approval Voiced for 3 Dams by Army Engineers Fish and Game will Suffer, Hear",,A proposal by the Army Engineers for three dams on the Clearwater and Snake Rivers won approval,1953-11-21,"Curtis, Bert, 1903-1985;",Army; Engineers; Dams; Clearwater;,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7c-039,Coeur D'Alene Press,newspaper clipping,Text,application/pdf,"300 dpi compressed jpg is displayed. Epson Expression 1640 XL Scanner, Epson TWAIN Pro, Adobe Photoshop, Archival Master file is a TIFF.","Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011-03,Dworshak Dam (Idaho),,,,,,2018-05-15,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/803,803,804.cpd,/dworshak/supp/803/index.pdf,dworshak803
Are Wildlife Objections Overstated?,,Department objections to dams proposed on the Clearwater River,1953-11-14,"Curtis, Bert, 1903-1985;",Department; Proposed; Clearwater River;,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7c-040,Lewiston Morning Tribune,newspaper clipping,Text,application/pdf,"300 dpi compressed jpg is displayed. Epson Expression 1640 XL Scanner, Epson TWAIN Pro, Adobe Photoshop, Archival Master file is a TIFF.","Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011-03,Dworshak Dam (Idaho),,,,,,2018-05-15,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/805,805,806.cpd,/dworshak/supp/805/index.pdf,dworshak805
Surveys on 4 Snake Dams are Ordered,,Surveys on four Snake Dams are ordered,1953-08-24,"Curtis, Bert, 1903-1985;",Snake Dam; Survey;,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7c-041,Union Bulletin,newspaper clipping,Text,application/pdf,"300 dpi compressed jpg is displayed. Epson Expression 1640 XL Scanner, Epson TWAIN Pro, Adobe Photoshop, Archival Master file is a TIFF.","Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011-03,Dworshak Dam (Idaho),,,,,,2018-05-15,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/807,807,808.cpd,/dworshak/supp/807/index.pdf,dworshak807
Chamber Gives Qualified Support to Clearwater Storage Projects,,Chamber gives qualified support to Clearwater storage projects,1953-11-14,"Curtis, Bert, 1903-1985;",Chamber; Clearwater;,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7c-042,Lewiston Morning Tribune,newspaper clipping,Text,application/pdf,"300 dpi compressed jpg is displayed. Epson Expression 1640 XL Scanner, Epson TWAIN Pro, Adobe Photoshop, Archival Master file is a TIFF.","Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011-03,Dworshak Dam (Idaho),,,,,,2018-05-15,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/809,809,810.cpd,/dworshak/supp/809/index.pdf,dworshak809
Writer Prognosticates on Orofino Hearing,"Corlett, John",Report of the Army Engineers and Bureau of Reclamation on investigation of dam sites on the Snake River,1953-11-15,"Curtis, Bert, 1903-1985;",Army; Engineers; Dams; Snake River;,MG 147,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,03-7c-043,Lewiston Morning Tribune,newspaper clipping,Text,application/pdf,"300 dpi compressed jpg is displayed. Epson Expression 1640 XL Scanner, Epson TWAIN Pro, Adobe Photoshop, Archival Master file is a TIFF.","Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011-03,Dworshak Dam (Idaho),,,,,,2018-05-15,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/811,811,812.cpd,/dworshak/supp/811/index.pdf,dworshak811
